SN-20710,7
SW-20245,7
ST-20530,7
SU-20665,7
SW-20455,7
SC-20305,7
SC-20440,7
RW-19540,7
SB-20290,7
SF-20065,7
SC-20770,7
TT-21460,7
TW-21025,7
VM-21685,7
VP-21760,7
TB-21400,7
TB-21250,7
TH-21550,7
TC-21535,7
TN-21040,7
TS-21205,7
TS-21610,7
TT-21070,7
TS-21505,6
TS-21370,6
TS-21160,6
TB-21280,6
VB-21745,6
VD-21670,6
VG-21790,6
SG-20605,6
SJ-20215,6
SB-20185,6
SC-20680,6
SS-20590,6
SW-20275,6
SO-20335,6
SP-20545,6
SN-20560,6
SS-20410,6
SP-20920,6
PF-19165,6
PS-18760,6
RB-19360,6
RC-19825,6
RC-19960,6
RR-19525,6
RM-19375,6
RH-19510,6
ML-17410,6
MN-17935,6
MS-17980,6
MT-17815,6
MS-17710,6
NC-18415,6
MZ-17515,6
ND-18460,6
NP-18685,6
NP-18325,6
PA-19060,6
MH-17290,6
MA-17995,6
LW-16990,6
MC-17590,6
LL-16840,6
LR-16915,6
LE-16810,6
LS-16945,6
LS-17200,6
LS-17245,6
JE-15475,6
JD-16015,6
JF-15355,6
JF-15415,6
JH-15820,6
JG-15310,6
JG-15805,6
GM-14455,6
GM-14680,6
HL-15040,6
JS-16030,6
JW-15220,6
KC-16255,6
KM-16225,6
KD-16345,6
KH-16360,6
JO-15280,6
JL-15850,6
JM-15250,6
JH-15985,6
JL-15505,6
JL-15130,6
CG-12040,6
BW-11200,6
CA-11965,6
CC-12100,6
BS-11590,6
BT-11395,6
BP-11155,6
BD-11620,6
BK-11260,6
BG-11695,6
BG-11740,6
BE-11455,6
BM-11575,6
AZ-10750,6
AT-10435,6
BD-11500,6
BD-11725,6
BD-11770,6
AS-10285,6
AR-10540,6
AA-10645,6
EH-14185,6
EM-14140,6
EH-13990,6
EB-14110,6
EB-14170,6
DV-13465,6
DW-13195,6
DH-13075,6
DL-12925,6
DD-13570,6
CM-12655,6
CM-11815,6
CM-12160,6
CM-12190,6
CW-11905,6
CS-11860,6
CS-12505,6
CS-12175,5
CV-12295,5
Co-12640,5
CS-11845,5
CM-12235,5
DE-13255,5
DC-13285,5
DB-12970,5
DB-13360,5
Dl-13600,5
DK-12895,5
DK-12985,5
DW-13480,5
DW-13540,5
EB-13840,5
EC-14050,5
EB-13930,5
EG-13900,5
DG-13300,5
DV-13045,5
EJ-14155,5
EM-13810,5
EM-13960,5
ES-14020,5
GB-14575,5
AA-10315,5
AB-10150,5
AC-10615,5
AC-10660,5
AG-10270,5
AH-10465,5
AG-10330,5
AG-10390,5
AS-10225,5
AM-10360,5
AR-10405,5
AR-10510,5
BE-11335,5
BE-11410,5
BB-10990,5
BN-11515,5
BO-11350,5
BS-11365,5
BS-11380,5
BP-11230,5
BP-11050,5
BT-11305,5
BT-11530,5
CC-12370,5
CA-12055,5
BV-11245,5
CK-12325,5
CL-12700,5
CD-12790,5
CD-11920,5
JL-15175,5
JL-15235,5
JJ-15445,5
JK-15205,5
JM-15265,5
JO-15550,5
JM-15580,5
JM-15655,5
JR-16210,5
KD-16615,5
KM-16660,5
KD-16270,5
JS-15880,5
JS-15940,5
HJ-14875,5
HR-14770,5
HG-14845,5
JF-15295,5
JB-16045,5
JC-16105,5
JD-15790,5
HZ-14950,5
LR-17035,5
LM-17065,5
LO-17170,5
LC-17050,5
KN-16450,5
KW-16435,5
MC-17425,5
LW-16825,5
MD-17860,5
MC-18130,5
MF-17665,5
MF-18250,5
OT-18730,5
NP-18670,5
NR-18550,5
NC-18625,5
NG-18355,5
NG-18430,5
NC-18340,5
MG-17875,5
MH-18025,5
RH-19495,5
RM-19675,5
RS-19420,5
RD-19660,5
RB-19570,5
RB-19645,5
RE-19450,5
RA-19945,5
PV-18985,5
PO-19195,5
PR-18880,5
PF-19225,5
PL-18925,5
SR-20425,5
SM-20320,5
SS-20875,5
TB-21055,5
SC-20575,5
SC-20020,5
RW-19690,5
SJ-20500,5
VG-21805,5
VF-21715,5
VM-21835,5
YC-21895,5
ZD-21925,5
TB-21355,5
TB-21595,5
TC-20980,5
TG-21310,5
TH-21100,5
TR-21325,5
TP-21415,5
TS-21430,5
TS-21340,5
TS-21655,5
TP-21565,4
TH-21115,4
TG-21640,4
VS-21820,4
TZ-21580,4
SC-20800,4
SC-20230,4
TB-21175,4
TB-21190,4
TA-21385,4
SV-20815,4
SM-20005,4
PM-19135,4
PC-18745,4
PB-19105,4
PF-19120,4
PT-19090,4
RD-19930,4
RB-19705,4
RP-19270,4
MK-18160,4
MM-17260,4
MO-17500,4
MS-17530,4
MR-17545,4
MT-18070,4
MS-17830,4
MZ-17335,4
NF-18475,4
NS-18505,4
NL-18310,4
ME-18010,4
MH-17440,4
MH-17620,4
MG-17680,4
MG-18145,4
MC-17635,4
KW-16570,4
LD-17005,4
LC-16960,4
LP-17080,4
LH-17020,4
IG-15085,4
JC-15340,4
JH-15430,4
HM-14980,4
HE-14800,4
GH-14425,4
GZ-14545,4
GT-14755,4
JW-16075,4
KC-16540,4
KC-16675,4
JS-15595,4
JS-15685,4
JH-16180,4
CC-12685,4
CL-11890,4
CA-12310,4
BT-11440,4
BN-11470,4
BM-11140,4
BF-11005,4
BF-11215,4
AY-10555,4
AW-10840,4
AR-10345,4
AG-10525,4
AG-10765,4
AH-10585,4
AH-10195,4
AG-10300,4
AF-10885,4
AB-10600,4
AA-10480,4
GD-14590,4
FH-14350,4
EM-14065,4
EM-14095,4
EJ-13720,4
EN-13780,4
EK-13795,4
DS-13030,4
EB-13975,4
DH-13675,4
DJ-13420,4
DL-13330,4
DB-13405,4
DA-13450,4
CM-12385,4
CM-12115,4
CM-12715,4
CR-12730,4
CR-12580,4
CS-12130,4
CS-12490,4
CR-12625,3
CR-12820,3
CM-12445,3
DF-13135,3
DJ-13630,3
DM-13525,3
EM-14200,3
ER-13855,3
FW-14395,3
AB-10015,3
AC-10420,3
AJ-10960,3
BF-11275,3
BF-11080,3
BD-11635,3
BS-11665,3
BW-11065,3
CG-12520,3
CH-12070,3
CC-12550,3
CD-11980,3
JK-15325,3
JK-16090,3
KB-16405,3
GT-14635,3
GM-14695,3
HD-14785,3
JG-15115,3
JE-16165,3
JD-16060,3
IM-15055,3
JB-15925,3
LH-16750,3
LT-16765,3
LS-17230,3
LB-16735,3
KS-16300,3
LW-17125,3
MG-17695,3
PB-18805,3
ML-18040,3
RH-19600,3
RK-19300,3
PM-18940,3
SS-20515,3
SW-20350,3
SB-20170,3
SG-20080,3
SK-19990,3
SG-20890,3
TT-21265,3
VP-21730,3
TM-21490,3
TS-21085,2
VT-21700,2
SH-20635,2
SC-20845,2
SW-20755,2
PC-19000,2
PK-18910,2
RB-19330,2
RH-19555,2
RR-19315,2
RS-19870,2
ML-18265,2
MW-18235,2
MO-17950,2
PB-19210,2
NB-18580,2
HH-15010,2
GP-14740,2
GR-14560,2
GH-14485,2
GH-14665,2
JJ-15760,2
JR-15670,2
CD-12280,2
BS-11800,2
BT-11485,2
BO-11425,2
AS-10135,2
BD-11560,2
EL-13735,2
DP-13165,2
DK-13150,2
CM-11935,2
CS-12460,2
